Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA
112,Néstor Araujo\Nestor-Araujo,mx MEX,DF,Celta Vigo,es La Liga,26,1991,32,30,2682,29.8,3,0,3,0,0,3,1,0.1,0,0.1,0.1,0.1,1.7,1.7,0.3,2,0.06,0.01,0.07,0.06,0.07
113,Anaitz Arbilla\Anaitz-Arbilla,es ESP,DF,Eibar,es La Liga,31,1987,25,22,1950,21.7,1,2,1,0,0,6,1,0.05,0.09,0.14,0.05,0.14,0.8,0.8,0.4,1.2,0.04,0.02,0.06,0.04,0.06
114,Joaquín Ardaiz\Joaquin-Ardaiz,uy URU,FW,Frosinone,it Serie A,19,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Paris S-G,fr Ligue 1,25,1993,21,21,1890,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,Santiago Arias\Santiago-Arias,co COL,DF,Atlético Madrid,es La Liga,26,1992,25,20,1772,19.7,1,1,1,0,0,4,0,0.05,0.05,0.1,0.05,0.1,0.4,0.4,1,1.4,0.02,0.05,0.07,0.02,0.07
117,Lorenzo Ariaudo\Lorenzo-Ariaudo,it ITA,DF,Frosinone,it Serie A,29,1989,19,19,1682,18.7,0,0,0,0,0,2,0,0,0,0,0,0,0.6,0.6,0.2,0.9,0.03,0.01,0.05,0.03,0.05
118,Nicolò Armini\Nicolo-Armini,it ITA,DF,Lazio,it Serie A,17,2001,1,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,Yoël Armougom\Yoel-Armougom,fr FRA,DFMF,Caen,fr Ligue 1,20,1998,29,20,1853,20.6,0,1,0,0,0,5,1,0,0.05,0.05,0,0.05,0.2,0.2,1.4,1.6,0.01,0.07,0.08,0.01,0.08
120,Stuart Armstrong\Stuart-Armstrong,sco SCO,MFFW,Southampton,eng Premier League,26,1992,29,16,1432,15.9,3,2,3,0,0,2,0,0.19,0.13,0.31,0.19,0.31,2.3,2.3,1.4,3.8,0.15,0.09,0.24,0.15,0.24
121,José Arnaiz\Jose-Arnaiz,es ESP,DFMF,Leganés,es La Liga,23,1995,6,0,113,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.05,0.08,0.14,0.05,0.14
122,Marko Arnautović\Marko-Arnautovic,at AUT,FW,West Ham,eng Premier League,29,1989,28,24,1990,22.1,10,4,9,1,1,3,0,0.45,0.18,0.63,0.41,0.59,9.5,8.7,3.6,12.3,0.43,0.16,0.59,0.4,0.56
123,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,de Bundesliga,24,1994,33,33,2872,31.9,2,6,2,0,0,7,0,0.06,0.19,0.25,0.06,0.25,2,2,3.4,5.4,0.06,0.11,0.17,0.06,0.17
124,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,23,1994,36,36,3240,36,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,Harry Arter\Harry-Arter,ie IRL,MF,Cardiff City,eng Premier League,28,1989,25,24,1997,22.2,0,1,0,0,0,10,0,0,0.05,0.05,0,0.05,1.2,1.2,0.7,1.9,0.05,0.03,0.08,0.05,0.08
126,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,Inter,it Serie A,29,1988,32,30,2671,29.7,0,1,0,0,0,6,0,0,0.03,0.03,0,0.03,0.2,0.2,1.5,1.7,0.01,0.05,0.06,0.01,0.06
127,Takuma Asano\Takuma-Asano,jp JPN,MFFW,Hannover 96,de Bundesliga,23,1994,13,9,699,7.8,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0.5,1.6,0.14,0.06,0.2,0.14,0.2
128,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27,27,2428,27,0,0,0,0,0,10,1,0,0,0,0,0,1.4,1.4,0.7,2.1,0.05,0.03,0.08,0.05,0.08
129,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,es La Liga,29,1989,32,32,2880,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,Marco Asensio\Marco-Asensio,es ESP,FW,Real Madrid,es La Liga,22,1996,30,19,1779,19.8,1,4,1,0,0,3,0,0.05,0.2,0.25,0.05,0.25,4.4,4.4,4,8.4,0.22,0.2,0.43,0.22,0.43
131,Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,es La Liga,30,1987,27,26,2251,25,20,6,15,5,5,5,0,0.8,0.24,1.04,0.6,0.84,13.2,9.4,5.4,14.7,0.53,0.21,0.74,0.37,0.59
132,Simon Asta\Simon-Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04
133,Christian Atsu\Christian-Atsu,gh GHA,MFFW,Newcastle Utd,eng Premier League,26,1992,28,15,1493,16.6,1,0,1,0,0,2,0,0.06,0,0.06,0.06,0.06,2,2,1.2,3.3,0.12,0.07,0.2,0.12,0.2
134,Youcef Attal\Youcef-Attal,dz ALG,DFMF,Nice,fr Ligue 1,22,1996,29,25,2263,25.1,6,0,6,0,1,8,0,0.24,0,0.24,0.24,0.24,3.6,2.9,3.4,6.3,0.14,0.14,0.28,0.11,0.25
135,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,29,1989,36,30,2726,30.3,22,5,18,4,5,0,0,0.73,0.17,0.89,0.59,0.76,20.7,16.8,4.2,21,0.68,0.14,0.82,0.55,0.69
136,Emil Audero\Emil-Audero,it ITA,GK,Sampdoria,it Serie A,21,1997,36,36,3240,36,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0
137,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,17,4,461,5.1,3,0,3,0,0,0,0,0.59,0,0.59,0.59,0.59,2.5,2.5,0.9,3.4,0.49,0.18,0.67,0.49,0.67
138,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,34,34,3026,33.6,1,4,1,0,0,5,0,0.03,0.12,0.15,0.03,0.15,1.3,1.3,2.6,3.9,0.04,0.08,0.12,0.04,0.12
139,Serge Aurier\Serge-Aurier,ci CIV,DFMF,Tottenham,eng Premier League,25,1992,8,6,564,6.3,0,2,0,0,0,1,0,0,0.32,0.32,0,0.32,0.1,0.1,0.5,0.6,0.02,0.08,0.09,0.02,0.09
140,Charlie Austin\Charlie-Austin,eng ENG,FW,Southampton,eng Premier League,29,1989,25,11,983,10.9,2,2,2,0,1,1,0,0.18,0.18,0.37,0.18,0.37,3.6,2.9,0.4,3.3,0.33,0.04,0.36,0.27,0.3
141,Ezequiel Ávila\Ezequiel-Avila,ar ARG,FWMF,Huesca,es La Liga,24,1994,34,20,1997,22.2,10,2,9,1,1,12,1,0.45,0.09,0.54,0.41,0.5,6.7,5.9,2.7,8.6,0.3,0.12,0.42,0.27,0.39
142,Jordan Ayew\Jordan-Ayew,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,20,14,1181,13.1,1,2,1,0,0,3,0,0.08,0.15,0.23,0.08,0.23,2.3,2.3,1.1,3.4,0.17,0.08,0.26,0.17,0.26
143,Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,28,28,2449,27.2,4,1,4,0,0,10,0,0.15,0.04,0.18,0.15,0.18,2.3,2.3,0.4,2.7,0.09,0.01,0.1,0.09,0.1
144,Floyd Ayité\Floyd-Ayite,tg TOG,FWMF,Fulham,eng Premier League,29,1988,16,3,476,5.3,1,0,1,0,0,0,0,0.19,0,0.19,0.19,0.19,0.4,0.4,0.3,0.7,0.07,0.06,0.13,0.07,0.13
145,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,38,38,3402,37.8,1,5,1,0,0,4,0,0.03,0.13,0.16,0.03,0.16,0.9,0.9,2.3,3.2,0.02,0.06,0.08,0.02,0.08
146,Abdoulaye Ba\Abdoulaye-Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,26,25,2110,23.4,1,0,1,0,0,4,2,0.04,0,0.04,0.04,0.04,1.2,1.2,0,1.3,0.05,0,0.05,0.05,0.05
147,Florian Baak\Florian-Baak,de GER,MF,Hertha BSC,de Bundesliga,19,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,2,1,126,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Khouma Babacar\Khouma-Babacar,sn SEN,FW,Sassuolo,it Serie A,25,1993,29,16,1488,16.5,7,2,5,2,2,0,0,0.42,0.12,0.54,0.3,0.42,7.8,6.2,1.1,7.3,0.47,0.07,0.54,0.38,0.44
150,Ryan Babel\Ryan-Babel,nl NED,FW,Fulham,eng Premier League,31,1986,16,15,1251,13.9,5,3,5,0,0,3,0,0.36,0.22,0.58,0.36,0.58,4.7,4.7,2.3,7,0.34,0.16,0.5,0.34,0.5
151,Carlos Bacca\Carlos-Bacca,co COL,FW,Villarreal,es La Liga,31,1986,33,12,1270,14.1,6,1,5,1,1,3,0,0.43,0.07,0.5,0.35,0.43,5.7,5,2.2,7.2,0.41,0.16,0.56,0.35,0.51
152,Juninho Bacuna\Juninho-Bacuna,cw CUW,MFDF,Huddersfield,eng Premier League,20,1997,21,16,1412,15.7,1,0,1,0,0,4,0,0.06,0,0.06,0.06,0.06,0.5,0.5,1.6,2,0.03,0.1,0.13,0.03,0.13
153,Leandro Bacuna\Leandro-Bacuna,cw CUW,MFDF,Cardiff City,eng Premier League,26,1991,11,4,561,6.2,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.02,0.01,0.02
154,Milan Badelj\Milan-Badelj,hr CRO,MF,Lazio,it Serie A,29,1989,23,14,1141,12.7,1,0,1,0,0,6,0,0.08,0,0.08,0.08,0.08,0.5,0.5,0.6,1.1,0.04,0.04,0.08,0.04,0.08
155,Holger Badstuber\Holger-Badstuber,de GER,DF,Stuttgart,de Bundesliga,29,1989,10,5,522,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,fr Ligue 1,26,1992,32,31,2469,27.4,11,1,9,2,3,3,0,0.4,0.04,0.44,0.33,0.36,8.9,6.7,3,9.6,0.33,0.11,0.43,0.24,0.35
157,Daniel Baier\Daniel-Baier,de GER,MF,Augsburg,de Bundesliga,34,1984,33,33,2815,31.3,0,1,0,0,0,7,0,0,0.03,0.03,0,0.03,0.8,0.8,1.5,2.3,0.03,0.05,0.07,0.03,0.07
158,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,20,1997,29,21,1914,21.3,5,1,5,0,0,4,0,0.24,0.05,0.28,0.24,0.28,5.7,5.7,3.6,9.3,0.27,0.17,0.44,0.27,0.44
159,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,12,8,638,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0.2,0,0.2,0.03,0,0.03,0.03,0.03
160,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,eng Premier League,33,1984,6,5,375,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.01,0.04,0.05,0.01,0.05
161,Marvin Bakalorz\Marvin-Bakalorz,de GER,MF,Hannover 96,de Bundesliga,28,1989,25,16,1470,16.3,1,0,1,0,0,5,0,0.06,0,0.06,0.06,0.06,0.5,0.5,0.5,1,0.03,0.03,0.06,0.03,0.06
162,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Milan,it Serie A,23,1994,31,26,2301,25.6,1,1,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08,1.4,1.4,1.7,3.1,0.05,0.07,0.12,0.05,0.12
163,Ridle Baku\Ridle-Baku,de GER,MF,Mainz 05,de Bundesliga,20,1998,15,10,937,10.4,0,0,0,0,0,1,0,0,0,0,0,0,0.6,0.6,0.9,1.5,0.06,0.09,0.15,0.06,0.15
164,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,eng Premier League,26,1991,23,23,2013,22.4,1,0,1,0,0,2,0,0.04,0,0.04,0.04,0.04,2.1,2.1,0.1,2.2,0.09,0,0.1,0.09,0.1
165,Keita Baldé\Keita-Balde,sn SEN,FWMF,Inter,it Serie A,23,1995,24,8,889,9.9,5,2,5,0,0,2,1,0.51,0.2,0.71,0.51,0.71,3.4,3.4,1.7,5.1,0.35,0.17,0.52,0.35,0.52
166,Gareth Bale\Gareth-Bale,wal WAL,FW,Real Madrid,es La Liga,29,1989,29,21,1786,19.8,8,3,7,1,1,4,0,0.4,0.15,0.55,0.35,0.5,8.3,7.6,2.3,9.9,0.42,0.12,0.53,0.38,0.5
167,Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,es La Liga,30,1988,11,6,523,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.07,0.08,0,0.08
168,Andrija Balić\Andrija-Balic,hr CRO,FWMF,Udinese,it Serie A,20,1997,4,0,27,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.08,0.28,0.36,0.08,0.36
169,Fodé Ballo-Touré\Fode-Ballo-Toure,fr FRA,DF,Lille,fr Ligue 1,21,1997,18,18,1593,17.7,0,1,0,0,0,3,0,0,0.06,0.06,0,0.06,0.3,0.3,1.1,1.4,0.01,0.06,0.08,0.01,0.08
170,Fodé Ballo-Touré\Fode-Ballo-Toure,fr FRA,DF,Monaco,fr Ligue 1,21,1997,18,18,1594,17.7,0,3,0,0,0,4,0,0,0.17,0.17,0,0.17,0.3,0.3,2.6,2.9,0.02,0.15,0.16,0.02,0.16
171,Florent Balmont\Florent-Balmont,fr FRA,MF,Dijon,fr Ligue 1,38,1980,20,15,1076,12,0,1,0,0,0,3,0,0,0.08,0.08,0,0.08,0.1,0.1,0.9,1,0.01,0.08,0.09,0.01,0.09
172,Leon Balogun\Leon-Balogun,ng NGA,DF,Brighton,eng Premier League,30,1988,8,5,594,6.6,1,0,1,0,0,2,0,0.15,0,0.15,0.15,0.15,0.2,0.2,0,0.2,0.03,0,0.03,0.03,0.03
173,Mario Balotelli\Mario-Balotelli,it ITA,FW,Nice,fr Ligue 1,27,1990,10,9,752,8.4,0,1,0,0,0,5,0,0,0.12,0.12,0,0.12,2.4,2.4,1,3.4,0.29,0.12,0.41,0.29,0.41
174,Mario Balotelli\Mario-Balotelli,it ITA,FW,Marseille,fr Ligue 1,27,1990,15,12,933,10.4,8,0,8,0,0,5,1,0.77,0,0.77,0.77,0.77,5.6,5.6,0.3,5.9,0.54,0.03,0.57,0.54,0.57
175,Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,28,1990,30,29,2573,28.6,0,4,0,0,0,6,0,0,0.14,0.14,0,0.14,0.2,0.2,1.5,1.6,0.01,0.05,0.06,0.01,0.06
176,Jonathan Bamba\Jonathan-Bamba,fr FRA,FWMF,Lille,fr Ligue 1,22,1996,38,35,3004,33.4,13,3,12,1,1,4,0,0.39,0.09,0.48,0.36,0.45,8.2,7.4,6,13.4,0.24,0.18,0.42,0.22,0.4
177,Sol Bamba\Sol-Bamba,ci CIV,DF,Cardiff City,eng Premier League,33,1985,28,28,2474,27.5,4,1,4,0,0,7,0,0.15,0.04,0.18,0.15,0.18,2.6,2.6,0.4,3,0.1,0.01,0.11,0.1,0.11
178,Yacine Bammou\Yacine-Bammou,ma MAR,FWMF,Caen,fr Ligue 1,26,1991,17,9,923,10.3,2,0,1,1,1,2,0,0.2,0,0.2,0.1,0.1,1.2,0.5,0.5,1,0.12,0.05,0.17,0.05,0.1
179,Éver Banega\Ever-Banega,ar ARG,MF,Sevilla,es La Liga,30,1988,32,32,2667,29.6,3,5,1,2,2,17,2,0.1,0.17,0.27,0.03,0.2,3.2,1.7,3.4,5.1,0.11,0.11,0.22,0.06,0.17
180,Mattia Bani\Mattia-Bani,it ITA,DF,Chievo,it Serie A,24,1993,30,29,2610,29,0,0,0,0,0,8,1,0,0,0,0,0,1.1,1.1,0.3,1.4,0.04,0.01,0.05,0.04,0.05
181,Léo Baptistão\Leo-Baptistao,br BRA,FWMF,Espanyol,es La Liga,25,1992,20,14,1233,13.7,2,2,1,1,1,3,0,0.15,0.15,0.29,0.07,0.22,4.7,4,2.7,6.7,0.35,0.2,0.54,0.29,0.49
182,Antonín Barák\Antonin-Barak,cz CZE,MFFW,Udinese,it Serie A,23,1994,8,4,329,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,0.07,0.01,0.09,0.07,0.09
183,Federico Barba\Federico-Barba,it ITA,DF,Chievo,it Serie A,24,1993,30,29,2483,27.6,0,0,0,0,0,6,2,0,0,0,0,0,0.7,0.7,1.2,1.9,0.03,0.04,0.07,0.03,0.07
184,Danilo Barbosa\Danilo-Barbosa,br BRA,MF,Nice,fr Ligue 1,22,1996,22,18,1548,17.2,0,0,0,0,0,1,1,0,0,0,0,0,2.6,2.6,0.7,3.3,0.15,0.04,0.19,0.15,0.19
185,Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,es La Liga,23,1995,36,31,2836,31.5,3,4,3,0,0,6,0,0.1,0.13,0.22,0.1,0.22,3.7,3.7,2.8,6.5,0.12,0.09,0.21,0.12,0.21
186,Francesco Bardi\Francesco-Bardi,it ITA,GK,Frosinone,it Serie A,26,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,eng Premier League,33,1985,19,19,1670,18.6,0,0,0,0,0,9,0,0,0,0,0,0,0.2,0.2,0.7,0.8,0.01,0.04,0.05,0.01,0.05
188,Nicolò Barella\Nicolo-Barella,it ITA,MFFW,Cagliari,it Serie A,21,1997,35,35,3107,34.5,1,3,1,0,1,10,2,0.03,0.09,0.12,0.03,0.12,2.9,2.1,3,5.2,0.08,0.09,0.17,0.06,0.15
189,Philipp Bargfrede\Philipp-Bargfrede,de GER,MFDF,Werder Bremen,de Bundesliga,29,1989,15,13,1079,12,0,0,0,0,0,6,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03
190,Antonino Barillà\Antonino-Barilla,it ITA,MF,Parma,it Serie A,30,1988,31,30,2618,29.1,3,2,3,0,0,10,0,0.1,0.07,0.17,0.1,0.17,2.4,2.4,1.8,4.2,0.08,0.06,0.14,0.08,0.14
191,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,eng Premier League,24,1993,27,13,1245,13.8,3,5,3,0,0,1,0,0.22,0.36,0.58,0.22,0.58,3.8,3.8,2.1,5.9,0.27,0.15,0.43,0.27,0.43
192,Aymen Barkok\Aymen-Barkok,ma MAR,MF,Düsseldorf,de Bundesliga,20,1998,12,4,510,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.04,0.03,0.07,0.04,0.07
193,Ashley Barnes\Ashley-Barnes,eng ENG,FW,Burnley,eng Premier League,28,1989,37,26,2388,26.5,12,2,10,2,2,8,0,0.45,0.08,0.53,0.38,0.45,12,10.4,3.6,14,0.45,0.13,0.59,0.39,0.53
194,Harvey Barnes\Harvey-Barnes,eng ENG,FWMF,Leicester City,eng Premier League,20,1997,16,11,1004,11.2,1,2,1,0,0,0,0,0.09,0.18,0.27,0.09,0.27,3.2,3.2,1.4,4.6,0.28,0.13,0.41,0.28,0.41
195,Antonio Barragán\Antonio-Barragan,es ESP,DFMF,Betis,es La Liga,31,1987,14,12,934,10.4,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,0.8,1,0.02,0.07,0.09,0.02,0.09
196,Antonio Barreca\Antonio-Barreca,it ITA,DF,Newcastle Utd,eng Premier League,23,1995,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Antonio Barreca\Antonio-Barreca,it ITA,DF,Monaco,fr Ligue 1,23,1995,7,7,593,6.6,0,1,0,0,0,0,0,0,0.15,0.15,0,0.15,0.1,0.1,0.4,0.6,0.02,0.07,0.09,0.02,0.09
198,Leandro Barreiro Martins\Leandro-Barreiro-Martins,lu LUX,MF,Mainz 05,de Bundesliga,18,2000,1,1,90,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.04,0.04,0,0.04
199,Ander Barrenetxea\Ander-Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,16,2001,9,5,399,4.4,1,0,1,0,0,0,0,0.23,0,0.23,0.23,0.23,0.4,0.4,0.6,1,0.08,0.14,0.22,0.08,0.22
200,Édgar Barreto\Edgar-Barreto,py PAR,MF,Sampdoria,it Serie A,34,1984,12,9,785,8.7,0,2,0,0,0,2,0,0,0.23,0.23,0,0.23,0.6,0.6,1.3,2,0.07,0.15,0.22,0.07,0.22
201,Musa Barrow\Musa-Barrow,gm GAM,FWMF,Atalanta,it Serie A,19,1998,22,6,601,6.7,1,2,1,0,0,0,0,0.15,0.3,0.45,0.15,0.45,3.1,3.1,0.8,3.8,0.46,0.12,0.57,0.46,0.57
202,Fin Bartels\Fin-Bartels,de GER,FW,Werder Bremen,de Bundesliga,31,1987,2,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Marc Bartra\Marc-Bartra,es ESP,DF,Betis,es La Liga,27,1991,33,33,2928,32.5,1,0,1,0,0,4,0,0.03,0,0.03,0.03,0.03,0.7,0.7,0.3,1,0.02,0.01,0.03,0.02,0.03
204,Andrea Barzagli\Andrea-Barzagli,it ITA,DF,Juventus,it Serie A,37,1981,7,4,260,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,it Serie A,26,1992,34,27,2379,26.4,4,1,4,0,0,5,0,0.15,0.04,0.19,0.15,0.19,2.7,2.7,3.4,6.1,0.1,0.13,0.23,0.1,0.23
206,Toma Bašić\Toma-Basic,hr CRO,MF,Bordeaux,fr Ligue 1,21,1996,23,16,1333,14.8,2,0,2,0,0,3,0,0.14,0,0.14,0.14,0.14,1.3,1.3,2.2,3.5,0.09,0.15,0.23,0.09,0.23
207,Thomas Basila\Thomas-Basila,fr FRA,DF,Nantes,fr Ligue 1,19,1999,2,1,92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Borja Bastón\Borja-Baston,es ESP,FW,Alavés,es La Liga,25,1992,27,18,1439,16,5,1,5,0,0,4,0,0.31,0.06,0.38,0.31,0.38,5.7,5.7,1.1,6.7,0.35,0.07,0.42,0.35,0.42
209,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Parma,it Serie A,19,1999,24,18,1690,18.8,1,0,1,0,0,2,0,0.05,0,0.05,0.05,0.05,0.6,0.6,0.2,0.8,0.03,0.01,0.04,0.03,0.04
210,Bastos\Bastos,ao ANG,DF,Lazio,it Serie A,27,1991,18,11,1139,12.7,1,0,1,0,0,3,0,0.08,0,0.08,0.08,0.08,0.9,0.9,0,1,0.07,0,0.08,0.07,0.08
211,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Crystal Palace,eng Premier League,24,1993,11,9,750,8.3,5,0,5,0,0,0,0,0.6,0,0.6,0.6,0.6,3.5,3.5,0.1,3.6,0.42,0.01,0.43,0.42,0.43
212,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Valencia,es La Liga,24,1993,15,4,527,5.9,1,0,1,0,0,3,0,0.17,0,0.17,0.17,0.17,2.3,2.3,0.7,2.9,0.39,0.12,0.5,0.39,0.5
213,Robert Bauer\Robert-Bauer,de GER,DF,Nürnberg,de Bundesliga,23,1995,22,19,1722,19.1,0,0,0,0,0,4,1,0,0,0,0,0,0.2,0.2,0.7,0.9,0.01,0.03,0.05,0.01,0.05
214,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,de Bundesliga,28,1990,33,33,2970,33,0,1,0,0,0,0,0,0,0.03,0.03,0,0.03,0,0,0.6,0.6,0,0.02,0.02,0,0.02
215,Timo Baumgartl\Timo-Baumgartl,de GER,DF,Stuttgart,de Bundesliga,22,1996,18,18,1620,18,1,0,1,0,0,2,0,0.06,0,0.06,0.06,0.06,0.2,0.2,0,0.3,0.01,0,0.01,0.01,0.01
216,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,30,1988,21,16,1559,17.3,0,1,0,0,0,2,0,0,0.06,0.06,0,0.06,0.9,0.9,0.9,1.7,0.05,0.05,0.1,0.05,0.1
217,Christoph Baumgartner\Christoph-Baumgartner,at AUT,MF,Hoffenheim,de Bundesliga,18,1999,2,1,85,0.9,0,0,0,0,0,2,1,0,0,0,0,0,0.1,0.1,0,0.1,0.11,0,0.11,0.11,0.11
218,Jon Bautista\Jon-Bautista,es ESP,FW,Real Sociedad,es La Liga,23,1995,18,4,597,6.6,1,0,1,0,0,1,0,0.15,0,0.15,0.15,0.15,2.5,2.5,0.1,2.6,0.37,0.02,0.39,0.37,0.39
219,Paul Baysse\Paul-Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,30,1988,1,0,74,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Paul Baysse\Paul-Baysse,fr FRA,DF,Caen,fr Ligue 1,30,1988,20,20,1788,19.9,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0.2,1.2,0.05,0.01,0.06,0.05,0.06
221,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FW,Hannover 96,de Bundesliga,21,1996,3,3,155,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.23,0,0.23,0.23,0.23
222,Claudio Beauvue\Claudio-Beauvue,GPE,FW,Caen,fr Ligue 1,30,1988,25,16,1499,16.7,3,0,2,1,1,1,0,0.18,0,0.18,0.12,0.12,4.7,4,1.6,5.5,0.28,0.09,0.38,0.24,0.33
223,Bebé\Bebe,pt POR,FWMF,Rayo Vallecano,es La Liga,28,1990,27,13,1302,14.5,1,1,1,0,0,6,0,0.07,0.07,0.14,0.07,0.14,1.7,1.7,2.3,3.9,0.12,0.16,0.27,0.12,0.27
224,Bebé\Bebe,pt POR,MF,Eibar,es La Liga,28,1990,2,1,62,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.28,0.36,0.64,0.28,0.64
