Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA
617,Craig Dawson\Craig-Dawson,eng ENG,DF,West Brom,eng Premier League,27,1990,28,28,2510,27.9,2,0,2,0,0,6,0,0.07,0,0.07,0.07,0.07,2.2,2.2,1.2,3.4,0.08,0.04,0.12,0.08,0.12
618,Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,26,1991,37,36,3073,34.1,8,16,8,0,0,2,0,0.23,0.47,0.7,0.23,0.7,5.7,5.7,12.3,18.1,0.17,0.36,0.53,0.17,0.53
619,Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Bologna,it Serie A,30,1987,26,22,2053,22.8,2,0,2,0,0,7,0,0.09,0,0.09,0.09,0.09,0.7,0.7,0.3,0.9,0.03,0.01,0.04,0.03,0.04
620,Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MFFW,Udinese,it Serie A,23,1994,37,25,2319,25.8,4,8,0,4,4,4,0,0.16,0.31,0.47,0,0.31,5.7,2.7,7.5,10.1,0.22,0.29,0.51,0.1,0.39
621,Daniele De Rossi\Daniele-De-Rossi,it ITA,MF,Roma,it Serie A,34,1983,22,21,1829,20.3,1,1,1,0,0,6,1,0.05,0.05,0.1,0.05,0.1,0.8,0.8,1.4,2.2,0.04,0.07,0.11,0.04,0.11
622,Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,24,1992,12,10,968,10.8,1,0,1,0,0,1,0,0.09,0,0.09,0.09,0.09,0.1,0.1,0.3,0.4,0.01,0.02,0.03,0.01,0.03
623,Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DFMF,Torino,it Serie A,29,1988,35,35,2955,32.8,5,2,5,0,0,3,2,0.15,0.06,0.21,0.15,0.21,3.2,3.2,2.1,5.3,0.1,0.06,0.16,0.1,0.16
624,Lucas Deaux\Lucas-Deaux,fr FRA,MF,Guingamp,fr Ligue 1,28,1988,26,24,1945,21.6,2,1,2,0,0,7,2,0.09,0.05,0.14,0.09,0.14,1.4,1.4,1.5,3,0.07,0.07,0.14,0.07,0.14
625,Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1985,15,15,1314,14.6,4,1,4,0,0,1,0,0.27,0.07,0.34,0.27,0.34,3.2,3.2,1.9,5.1,0.22,0.13,0.35,0.22,0.35
626,Troy Deeney\Troy-Deeney,eng ENG,FW,Watford,eng Premier League,29,1988,29,20,1844,20.5,5,2,2,3,5,1,1,0.24,0.1,0.34,0.1,0.2,7.9,4,1.8,5.8,0.39,0.09,0.48,0.19,0.28
627,Jermain Defoe\Jermain-Defoe,eng ENG,FW,Bournemouth,eng Premier League,34,1982,24,11,1088,12.1,4,1,4,0,0,1,0,0.33,0.08,0.41,0.33,0.41,4.8,4.8,1.1,5.9,0.4,0.09,0.49,0.4,0.49
628,Steven Defour\Steven-Defour,be BEL,MF,Burnley,eng Premier League,29,1988,24,24,1997,22.2,1,1,1,0,0,6,0,0.05,0.05,0.09,0.05,0.09,0.8,0.8,1.2,2.1,0.04,0.06,0.09,0.04,0.09
629,Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Roma,it Serie A,26,1991,15,5,485,5.4,1,0,0,1,1,1,0,0.19,0,0.19,0,0,2.9,2.2,0.5,2.7,0.55,0.1,0.65,0.41,0.51
630,Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,21,1995,13,4,449,5,0,0,0,0,0,3,0,0,0,0,0,0,0.7,0.7,0.5,1.2,0.14,0.1,0.24,0.14,0.24
631,Lorenzo Del Pinto\Lorenzo-Del-Pinto,it ITA,MF,Benevento,it Serie A,27,1990,15,7,760,8.4,0,0,0,0,0,6,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.02,0.02,0.04,0.02,0.04
632,Damien Delaney\Damien-Delaney,ie IRL,DF,Crystal Palace,eng Premier League,36,1981,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,Thomas Delaney\Thomas-Delaney,dk DEN,MF,Werder Bremen,de Bundesliga,25,1991,32,31,2796,31.1,3,4,3,0,0,5,0,0.1,0.13,0.23,0.1,0.23,4.2,4.2,2.5,6.7,0.14,0.08,0.22,0.14,0.22
634,Jonathan Delaplace\Jonathan-Delaplace,fr FRA,MF,Caen,fr Ligue 1,31,1986,12,5,583,6.5,0,1,0,0,0,3,0,0,0.15,0.15,0,0.15,0.5,0.5,0.6,1.1,0.07,0.1,0.17,0.07,0.17
635,Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Sassuolo,it Serie A,23,1994,8,5,421,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.02,0.02,0,0.02
636,Andy Delort\Andy-Delort,dz ALG,FW,Toulouse,fr Ligue 1,25,1991,32,25,2334,25.9,5,4,4,1,2,5,0,0.19,0.15,0.35,0.15,0.31,10,8.4,4.5,13,0.38,0.18,0.56,0.33,0.5
637,Fabian Delph\Fabian-Delph,eng ENG,DF,Manchester City,eng Premier League,27,1989,22,21,1741,19.3,1,2,1,0,0,2,0,0.05,0.1,0.16,0.05,0.16,0.2,0.2,1.1,1.3,0.01,0.06,0.07,0.01,0.07
638,Mousa Dembélé\Mousa-Dembele,be BEL,MF,Tottenham,eng Premier League,30,1987,28,21,1879,20.9,0,0,0,0,0,6,0,0,0,0,0,0,0.4,0.4,0.9,1.3,0.02,0.04,0.06,0.02,0.06
639,Ousmane Dembélé\Ousmane-Dembele,fr FRA,FWMF,Barcelona,es La Liga,20,1997,17,12,918,10.2,3,6,3,0,0,2,0,0.29,0.59,0.88,0.29,0.88,2.4,2.4,3.8,6.2,0.23,0.37,0.6,0.23,0.6
640,Jessy Deminguet\Jessy-Deminguet,fr FRA,MFFW,Caen,fr Ligue 1,19,1998,12,5,534,5.9,1,1,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34,0.3,0.3,1.1,1.4,0.06,0.18,0.24,0.06,0.24
641,Kerem Demirbay\Kerem-Demirbay,de GER,MF,Hoffenheim,de Bundesliga,24,1993,19,13,1211,13.5,2,2,1,1,1,3,0,0.15,0.15,0.3,0.07,0.22,2,1.3,2.2,3.5,0.15,0.17,0.32,0.09,0.26
642,Ermedin Demirović\Ermedin-Demirovic,ba BIH,FW,Alavés,es La Liga,19,1998,3,2,183,2,1,1,1,0,0,0,0,0.49,0.49,0.98,0.49,0.98,0.9,0.9,0.1,0.9,0.43,0.03,0.46,0.43,0.46
643,Diego Demme\Diego-Demme,de GER,MF,RB Leipzig,de Bundesliga,25,1991,30,25,2284,25.4,0,3,0,0,0,4,0,0,0.12,0.12,0,0.12,0.4,0.4,1.8,2.2,0.02,0.07,0.09,0.02,0.09
644,Fabio Depaoli\Fabio-Depaoli,it ITA,MFDF,Chievo,it Serie A,20,1997,19,13,1192,13.2,0,0,0,0,0,4,0,0,0,0,0,0,0.3,0.3,0.6,0.9,0.02,0.05,0.07,0.02,0.07
645,Memphis Depay\Memphis-Depay,nl NED,FWMF,Lyon,fr Ligue 1,23,1994,36,28,2555,28.4,19,9,17,2,2,3,0,0.67,0.32,0.99,0.6,0.92,13.9,12.6,8.5,21.1,0.49,0.3,0.79,0.44,0.74
646,Mathieu Deplagne\Mathieu-Deplagne,fr FRA,DF,Troyes,fr Ligue 1,25,1991,28,28,2411,26.8,0,2,0,0,0,5,2,0,0.07,0.07,0,0.07,0.4,0.4,1.3,1.7,0.01,0.05,0.06,0.01,0.06
647,Laurent Depoitre\Laurent-Depoitre,be BEL,FW,Huddersfield,eng Premier League,28,1988,33,18,1820,20.2,6,1,6,0,0,1,0,0.3,0.05,0.35,0.3,0.35,3.8,3.8,0.4,4.2,0.19,0.02,0.21,0.19,0.21
648,Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Swansea City,eng Premier League,24,1992,24,24,1944,21.6,1,0,1,0,0,4,0,0.05,0,0.05,0.05,0.05,0.9,0.9,0.2,1.1,0.04,0.01,0.05,0.04,0.05
649,Gregory van der Wiel\Gregory-van-der-Wiel,nl NED,DF,Cagliari,it Serie A,29,1988,5,3,288,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.02,0.03,0,0.03
650,Daniele Dessena\Daniele-Dessena,it ITA,MFDF,Cagliari,it Serie A,30,1987,17,7,573,6.4,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.2,0.4,0.02,0.04,0.06,0.02,0.06
651,Mattia Destro\Mattia-Destro,it ITA,FW,Bologna,it Serie A,26,1991,26,19,1617,18,6,2,6,0,0,3,0,0.33,0.11,0.45,0.33,0.45,7.1,7.1,1.3,8.4,0.39,0.07,0.47,0.39,0.47
652,Gerard Deulofeu\Gerard-Deulofeu,es ESP,MFFW,Barcelona,es La Liga,23,1994,10,5,502,5.6,1,1,1,0,0,1,0,0.18,0.18,0.36,0.18,0.36,1.3,1.3,1.1,2.4,0.23,0.19,0.43,0.23,0.43
653,Gerard Deulofeu\Gerard-Deulofeu,es ESP,FWMF,Watford,eng Premier League,23,1994,7,5,435,4.8,1,0,1,0,0,0,0,0.21,0,0.21,0.21,0.21,0.6,0.6,0.6,1.2,0.12,0.12,0.24,0.12,0.24
654,Gianluca Di Chiara\Gianluca-Di-Chiara,it ITA,DF,Benevento,it Serie A,23,1993,13,11,1007,11.2,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.6,0.7,0.01,0.05,0.06,0.01,0.06
655,Federico Di Francesco\Federico-Di-Francesco,it ITA,FWDF,Bologna,it Serie A,23,1994,24,20,1591,17.7,1,1,1,0,0,4,0,0.06,0.06,0.11,0.06,0.11,2.5,2.5,1.6,4.1,0.14,0.09,0.23,0.14,0.23
656,Davide Di Gennaro\Davide-Di-Gennaro,it ITA,MF,Lazio,it Serie A,29,1988,2,0,11,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,Ángel Di María\Angel-Di-Maria,ar ARG,FW,Paris S-G,fr Ligue 1,29,1988,30,26,2108,23.4,11,7,11,0,0,1,0,0.47,0.3,0.77,0.47,0.77,11.8,11.8,7.9,19.8,0.5,0.34,0.84,0.5,0.84
658,Franco Di Santo\Franco-Di-Santo,ar ARG,FWMF,Schalke 04,de Bundesliga,28,1989,30,22,1654,18.4,3,1,2,1,1,4,0,0.16,0.05,0.22,0.11,0.16,3.7,3,1.8,4.7,0.2,0.1,0.3,0.16,0.26
659,Cheick Diabaté\Cheick-Diabate,ml MLI,FWMF,Benevento,it Serie A,29,1988,11,7,664,7.4,8,0,8,0,0,1,2,1.08,0,1.08,1.08,1.08,5.2,5.2,0.2,5.4,0.71,0.02,0.73,0.71,0.73
660,Fousseni Diabaté\Fousseni-Diabate,ml MLI,MFFW,Leicester City,eng Premier League,21,1995,14,5,587,6.5,0,1,0,0,0,1,0,0,0.15,0.15,0,0.15,0.4,0.4,0.3,0.7,0.06,0.05,0.11,0.06,0.11
661,Moussa Diaby\Moussa-Diaby,fr FRA,MF,Crotone,it Serie A,18,1999,2,1,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,Fallou Diagne\Fallou-Diagne,sn SEN,DFMF,Metz,fr Ligue 1,27,1989,29,26,2240,24.9,1,1,1,0,0,8,2,0.04,0.04,0.08,0.04,0.08,0.6,0.6,0.3,0.9,0.03,0.01,0.04,0.03,0.04
663,Adama Diakhaby\Adama-Diakhaby,fr FRA,FWMF,Monaco,fr Ligue 1,21,1996,22,10,851,9.5,2,2,2,0,0,2,1,0.21,0.21,0.42,0.21,0.42,2,2,0.8,2.7,0.21,0.08,0.29,0.21,0.29
664,Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Lyon,fr Ligue 1,20,1996,12,8,728,8.1,1,0,1,0,0,2,0,0.12,0,0.12,0.12,0.12,0.3,0.3,0,0.3,0.03,0,0.03,0.03,0.03
665,Abdou Diallo\Abdou-Diallo,fr FRA,DF,Mainz 05,de Bundesliga,21,1996,27,27,2415,26.8,2,1,2,0,0,5,0,0.07,0.04,0.11,0.07,0.11,2.3,2.3,0.8,3.2,0.09,0.03,0.12,0.09,0.12
666,Abdoulaye Diallo\Abdoulaye-Diallo,sn SEN,GK,Rennes,fr Ligue 1,25,1992,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,Habib Diallo\Habib-Diallo,sn SEN,FW,Metz,fr Ligue 1,22,1995,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,Mustapha Diallo\Mustapha-Diallo,sn SEN,MF,Guingamp,fr Ligue 1,31,1986,26,16,1382,15.4,5,0,5,0,0,7,0,0.33,0,0.33,0.33,0.33,3.7,3.7,0.3,4,0.24,0.02,0.26,0.24,0.26
669,Mohamed Diamé\Mohamed-Diame,sn SEN,MF,Newcastle Utd,eng Premier League,30,1987,31,23,2041,22.7,2,0,2,0,0,3,0,0.09,0,0.09,0.09,0.09,1.3,1.3,0.5,1.8,0.06,0.02,0.08,0.06,0.08
670,Lassana Diarra\Lassana-Diarra,fr FRA,MF,Paris S-G,fr Ligue 1,32,1985,10,8,606,6.7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.3,0.3,0,0.05,0.05,0,0.05
671,Amadou Diawara\Amadou-Diawara,gn GUI,MF,Napoli,it Serie A,20,1997,18,5,655,7.3,1,0,1,0,0,1,0,0.14,0,0.14,0.14,0.14,0.1,0.1,0.4,0.5,0.02,0.05,0.07,0.02,0.07
672,Brahim Díaz\Brahim-Diaz,es ESP,FWMF,Manchester City,eng Premier League,17,1999,5,0,55,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0.77,0,0.77,0.77,0.77
673,Bakaye Dibassy\Bakaye-Dibassy,ml MLI,DF,Amiens,fr Ligue 1,27,1989,32,31,2778,30.9,1,2,1,0,0,4,0,0.03,0.06,0.1,0.03,0.1,1.4,1.4,0.6,1.9,0.04,0.02,0.06,0.04,0.06
674,Daniel Didavi\Daniel-Didavi,de GER,MFFW,Wolfsburg,de Bundesliga,27,1990,30,26,2237,24.9,9,5,9,0,0,4,0,0.36,0.2,0.56,0.36,0.56,5.4,5.4,2.8,8.2,0.22,0.11,0.33,0.22,0.33
675,Thomas Didillon\Thomas-Didillon,fr FRA,GK,Metz,fr Ligue 1,21,1995,9,9,810,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,Étienne Didot\Etienne-Didot,fr FRA,MF,Guingamp,fr Ligue 1,34,1983,23,21,1620,18,2,1,2,0,0,4,0,0.11,0.06,0.17,0.11,0.17,0.5,0.5,0.8,1.3,0.03,0.04,0.07,0.03,0.07
677,Adrián Diéguez\Adrian-Dieguez,es ESP,DF,Alavés,es La Liga,21,1996,6,6,435,4.8,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01
678,Dennis Diekmeier\Dennis-Diekmeier,de GER,DF,Hamburger SV,de Bundesliga,27,1989,22,22,1868,20.8,0,3,0,0,0,4,0,0,0.14,0.14,0,0.14,0.4,0.4,2.3,2.7,0.02,0.11,0.13,0.02,0.13
679,Eric Dier\Eric-Dier,eng ENG,MFDF,Tottenham,eng Premier League,23,1994,34,32,2824,31.4,0,2,0,0,0,4,0,0,0.06,0.06,0,0.06,1.8,1.8,2.1,3.8,0.06,0.07,0.12,0.06,0.12
680,Lucas Digne\Lucas-Digne,fr FRA,DF,Barcelona,es La Liga,24,1993,12,8,709,7.9,0,1,0,0,0,2,0,0,0.13,0.13,0,0.13,0.3,0.3,1.7,2,0.04,0.22,0.26,0.04,0.26
681,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Southampton,eng Premier League,26,1991,12,11,994,11,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0,1.1,0.1,0,0.1,0.1,0.1
682,Virgil van Dijk\Virgil-van-Dijk,nl NED,DF,Liverpool,eng Premier League,26,1991,14,14,1260,14,0,0,0,0,0,1,0,0,0,0,0,0,1.4,1.4,0.6,2,0.1,0.04,0.14,0.1,0.14
683,Landry Dimata\Landry-Dimata,be BEL,FWMF,Wolfsburg,de Bundesliga,19,1997,21,9,902,10,0,1,0,0,0,1,1,0,0.1,0.1,0,0.1,1.2,1.2,0.4,1.6,0.12,0.04,0.16,0.12,0.16
684,Tristan Dingomé\Tristan-Dingome,cm CMR,MF,Troyes,fr Ligue 1,26,1991,14,14,1167,13,0,0,0,0,0,4,0,0,0,0,0,0,0.2,0.2,1.3,1.5,0.02,0.1,0.11,0.02,0.11
685,Ismaël Diomandé\Ismael-Diomande,ci CIV,DFMF,Caen,fr Ligue 1,24,1992,11,8,711,7.9,0,1,0,0,0,1,1,0,0.13,0.13,0,0.13,0.1,0.1,0.2,0.3,0.01,0.03,0.04,0.01,0.04
686,Lois Diony\Lois-Diony,fr FRA,FW,Saint-Étienne,fr Ligue 1,24,1992,16,11,932,10.4,0,0,0,0,0,0,0,0,0,0,0,0,1.8,1.8,0.4,2.2,0.17,0.04,0.22,0.17,0.22
687,Issa Diop\Issa-Diop,fr FRA,DF,Toulouse,fr Ligue 1,20,1997,34,34,3060,34,3,0,3,0,0,8,0,0.09,0,0.09,0.09,0.09,1.3,1.3,0.4,1.7,0.04,0.01,0.05,0.04,0.05
688,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Espanyol,es La Liga,31,1986,5,3,262,2.9,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.1,0.02,0.01,0.03,0.02,0.03
689,Papakouli Diop\Papakouli-Diop,sn SEN,MF,Eibar,es La Liga,31,1986,15,12,937,10.4,0,0,0,0,0,5,0,0,0,0,0,0,0.6,0.6,0.2,0.8,0.06,0.02,0.08,0.06,0.08
690,Assane Dioussé\Assane-Diousse,sn SEN,MF,Saint-Étienne,fr Ligue 1,19,1997,25,17,1345,14.9,1,0,1,0,0,4,0,0.07,0,0.07,0.07,0.07,0.9,0.9,0.5,1.4,0.06,0.04,0.09,0.06,0.09
691,Djené\Djene,tg TOG,DF,Getafe,es La Liga,25,1991,36,36,3238,36,1,0,1,0,0,9,0,0.03,0,0.03,0.03,0.03,0.6,0.6,0.2,0.8,0.02,0,0.02,0.02,0.02
692,Koffi Djidji\Koffi-Djidji,ci CIV,DF,Nantes,fr Ligue 1,24,1992,29,27,2416,26.8,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0.7,1.1,0.01,0.03,0.04,0.01,0.04
693,Alexander Djiku\Alexander-Djiku,gh GHA,DF,Caen,fr Ligue 1,22,1994,28,28,2520,28,0,0,0,0,0,10,0,0,0,0,0,0,1.4,1.4,0.1,1.5,0.05,0,0.05,0.05,0.05
694,Papy Djilobodji\Papy-Djilobodji,sn SEN,DF,Dijon,fr Ligue 1,28,1988,30,30,2700,30,0,0,0,0,0,4,1,0,0,0,0,0,0.9,0.9,0.2,1.1,0.03,0.01,0.04,0.03,0.04
695,Berat Djimsiti\Berat-Djimsiti,al ALB,DF,Benevento,it Serie A,24,1993,30,30,2700,30,0,1,0,0,0,2,0,0,0.03,0.03,0,0.03,1.3,1.3,0.5,1.9,0.04,0.02,0.06,0.04,0.06
696,Marko Dmitrović\Marko-Dmitrovic,rs SRB,GK,Eibar,es La Liga,25,1992,36,36,3240,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0
697,Keagan Dolly\Keagan-Dolly,za RSA,FWMF,Montpellier,fr Ligue 1,24,1993,17,9,880,9.8,1,1,1,0,0,1,0,0.1,0.1,0.2,0.1,0.2,1.2,1.2,1.4,2.6,0.12,0.14,0.27,0.12,0.27
698,Jaume Doménech\Jaume-Domenech,es ESP,GK,Valencia,es La Liga,26,1990,5,5,450,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,Jean-Luc Dompé\Jean-Luc-Dompe,fr FRA,MF,Amiens,fr Ligue 1,21,1995,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0.08,0.08,0.08
700,Giulio Donati\Giulio-Donati,it ITA,DFMF,Mainz 05,de Bundesliga,27,1990,29,26,2284,25.4,0,3,0,0,0,3,2,0,0.12,0.12,0,0.12,0.4,0.4,1.7,2.1,0.01,0.07,0.08,0.01,0.08
701,Ji Dong-won\Ji-Dong-won,kr KOR,FWMF,Augsburg,de Bundesliga,26,1991,3,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
702,Anastasios Donis\Anastasios-Donis,gr GRE,FWMF,Stuttgart,de Bundesliga,20,1996,18,11,949,10.5,2,2,2,0,0,1,0,0.19,0.19,0.38,0.19,0.38,4.5,4.5,2.1,6.5,0.42,0.19,0.62,0.42,0.62
703,Gianluigi Donnarumma\Gianluigi-Donnarumma,it ITA,GK,Milan,it Serie A,18,1999,38,38,3420,38,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,Godfred Donsah\Godfred-Donsah,gh GHA,MF,Bologna,it Serie A,21,1996,28,20,1794,19.9,2,1,2,0,0,3,0,0.1,0.05,0.15,0.1,0.15,1.2,1.2,1.2,2.4,0.06,0.06,0.12,0.06,0.12
705,Dória\Doria,br BRA,DF,Marseille,fr Ligue 1,22,1994,3,1,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
706,Niklas Dorsch\Niklas-Dorsch,de GER,MF,Bayern Munich,de Bundesliga,19,1998,1,1,90,1,1,0,1,0,0,0,0,1,0,1,1,1,0.7,0.7,0,0.8,0.73,0.03,0.76,0.73,0.76
707,Gabriel Dos Santos\Gabriel-Dos-Santos,br BRA,FW,Troyes,fr Ligue 1,19,1997,1,0,84,0.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
708,Mauro dos Santos\Mauro-dos-Santos,ar ARG,DF,Leganés,es La Liga,28,1989,14,10,986,11,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0,0.1,0.01,0,0.01,0.01,0.01
709,Mathieu Dossevi\Mathieu-Dossevi,tg TOG,FWMF,Metz,fr Ligue 1,29,1988,30,30,2509,27.9,1,10,1,0,0,2,0,0.04,0.36,0.39,0.04,0.39,2.1,2.1,9.3,11.4,0.08,0.33,0.41,0.08,0.41
710,Abdoulaye Doucouré\Abdoulaye-Doucoure,fr FRA,MF,Watford,eng Premier League,24,1993,37,37,3324,36.9,7,3,7,0,0,10,0,0.19,0.08,0.27,0.19,0.27,3.1,3.1,2.4,5.5,0.08,0.06,0.15,0.08,0.15
711,Cheick Doukouré\Cheick-Doukoure,ci CIV,MF,Levante,es La Liga,24,1992,19,12,1021,11.3,1,0,1,0,0,4,0,0.09,0,0.09,0.09,0.09,1.3,1.3,0.3,1.7,0.12,0.03,0.15,0.12,0.15
712,Mohamed Dräger\Mohamed-Drager,tn TUN,MFFW,Freiburg,de Bundesliga,21,1996,2,0,52,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leicester City,eng Premier League,26,1991,11,7,769,8.5,0,0,0,0,0,2,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02
714,Aleksandar Dragović\Aleksandar-Dragovic,at AUT,DF,Leverkusen,de Bundesliga,26,1991,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
715,Bartłomiej Drągowski\Bartlomiej-Dragowski,pl POL,GK,Fiorentina,it Serie A,19,1997,3,1,217,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
716,Boukary Dramé\Boukary-Drame,sn SEN,DFMF,SPAL,it Serie A,32,1985,5,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,Julian Draxler\Julian-Draxler,de GER,MFFW,Paris S-G,fr Ligue 1,23,1993,30,19,1702,18.9,4,5,4,0,0,1,0,0.21,0.26,0.48,0.21,0.48,3.2,3.2,4.3,7.5,0.17,0.23,0.4,0.17,0.4
718,Danny Drinkwater\Danny-Drinkwater,eng ENG,MF,Chelsea,eng Premier League,27,1990,12,5,527,5.9,1,0,1,0,0,0,0,0.17,0,0.17,0.17,0.17,0.1,0.1,0.1,0.2,0.02,0.02,0.04,0.02,0.04
719,Josip Drmić\Josip-Drmic,ch SUI,FW,M'Gladbach,de Bundesliga,24,1992,13,4,467,5.2,4,1,4,0,0,1,0,0.77,0.19,0.96,0.77,0.96,3.1,3.1,0.2,3.3,0.61,0.04,0.65,0.61,0.65
720,Rick van Drongelen\Rick-van-Drongelen,nl NED,DF,Hamburger SV,de Bundesliga,18,1998,18,16,1440,16,0,0,0,0,0,4,0,0,0,0,0,0,0.5,0.5,0,0.5,0.03,0,0.03,0.03,0.03
721,Óscar Duarte\Oscar-Duarte,cr CRC,DF,Espanyol,es La Liga,28,1989,11,11,990,11,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0.09,0,0.09,0.09,0.09
722,Rubén Duarte\Ruben-Duarte,es ESP,DF,Alavés,es La Liga,21,1995,24,24,2138,23.8,0,2,0,0,0,9,2,0,0.08,0.08,0,0.08,0.5,0.5,1.6,2.1,0.02,0.07,0.09,0.02,0.09
723,Leo Dubois\Leo-Dubois,fr FRA,DF,Nantes,fr Ligue 1,22,1994,34,34,3020,33.6,3,3,3,0,0,6,0,0.09,0.09,0.18,0.09,0.18,2.2,2.2,5.6,7.8,0.07,0.17,0.23,0.07,0.23
724,Martin Dúbravka\Martin-Dubravka,sk SVK,GK,Newcastle Utd,eng Premier League,28,1989,12,12,1080,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,Ondrej Duda\Ondrej-Duda,sk SVK,MF,Hertha BSC,de Bundesliga,22,1994,17,9,744,8.3,1,0,1,0,0,3,0,0.12,0,0.12,0.12,0.12,1.3,1.3,0.4,1.7,0.16,0.04,0.2,0.16,0.2
726,Shane Duffy\Shane-Duffy,ie IRL,DF,Brighton,eng Premier League,25,1992,37,37,3292,36.6,0,1,0,0,0,8,0,0,0.03,0.03,0,0.03,1.9,1.9,1,2.8,0.05,0.03,0.08,0.05,0.08
727,Paul Dummett\Paul-Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,25,1991,20,19,1602,17.8,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0.01,0.02,0.04,0.01,0.04
728,Alfred Duncan\Alfred-Duncan,gh GHA,MF,Sassuolo,it Serie A,24,1993,26,23,1947,21.6,0,2,0,0,0,4,0,0,0.09,0.09,0,0.09,2.4,2.4,3,5.4,0.11,0.14,0.25,0.11,0.25
729,Lewis Dunk\Lewis-Dunk,eng ENG,DF,Brighton,eng Premier League,25,1991,38,38,3420,38,1,1,1,0,0,7,0,0.03,0.03,0.05,0.03,0.05,2.4,2.4,0.3,2.8,0.06,0.01,0.07,0.06,0.07
