Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Expected xG,Expected npxG,Expected xA,Expected npxG+xA,Per 90 Minutes xG,Per 90 Minutes xA,Per 90 Minutes xG+xA,Per 90 Minutes npxG,Per 90 Minutes npxG+xA
1590,Alessandro Matri\Alessandro-Matri,it ITA,FW,Sassuolo,it Serie A,32,1984,23,7,914,10.2,3,0,2,1,3,1,0,0.3,0,0.3,0.2,0.2,7.3,5,0.7,5.7,0.73,0.07,0.8,0.5,0.57
1591,Ville Matti Steinmann\Ville-Matti-Steinmann,de GER,MF,Hamburger SV,de Bundesliga,22,1995,8,8,595,6.6,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.03,0.04,0.07,0.03,0.07
1592,Federico Mattiello\Federico-Mattiello,it ITA,DF,SPAL,it Serie A,22,1995,29,24,2204,24.5,0,0,0,0,0,7,2,0,0,0,0,0,0.8,0.8,0.6,1.4,0.03,0.03,0.06,0.03,0.06
1593,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Juventus,it Serie A,30,1987,32,27,2354,26.2,3,1,3,0,0,3,0,0.11,0.04,0.15,0.11,0.15,2.6,2.6,0.9,3.5,0.1,0.04,0.13,0.1,0.13
1594,Blaise Matuidi\Blaise-Matuidi,fr FRA,MF,Paris S-G,fr Ligue 1,30,1987,2,0,28,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,José Mauri\Jose-Mauri,it ITA,MF,Milan,it Serie A,21,1996,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.52,0,0.52,0.52,0.52
1596,Maurício\Mauricio,br BRA,DF,Lazio,it Serie A,28,1988,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1597,Mërgim Mavraj\Mergim-Mavraj,al ALB,DF,Hamburger SV,de Bundesliga,31,1986,17,17,1445,16.1,0,0,0,0,0,3,1,0,0,0,0,0,0.4,0.4,0.1,0.6,0.03,0.01,0.04,0.03,0.04
1598,Konstantinos Mavropanos\Konstantinos-Mavropanos,gr GRE,DFMF,Arsenal,eng Premier League,19,1997,3,3,195,2.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,Alfie Mawson\Alfie-Mawson,eng ENG,DF,Swansea City,eng Premier League,23,1994,38,38,3420,38,2,1,2,0,0,3,0,0.05,0.03,0.08,0.05,0.08,1.9,1.9,0.4,2.4,0.05,0.01,0.06,0.05,0.06
1600,Philipp Max\Philipp-Max,de GER,DF,Augsburg,de Bundesliga,23,1993,33,33,2959,32.9,2,12,2,0,0,5,0,0.06,0.36,0.43,0.06,0.43,1.1,1.1,8.8,9.8,0.03,0.27,0.3,0.03,0.3
1601,Eric Maxim Choupo-Moting\Eric-Maxim-Choupo-Moting,cm CMR,FWMF,Stoke City,eng Premier League,28,1989,30,26,2314,25.7,5,5,5,0,0,3,0,0.19,0.19,0.39,0.19,0.39,5.2,5.2,3.3,8.5,0.21,0.13,0.34,0.21,0.34
1602,Alexandru Maxim\Alexandru-Maxim,ro ROU,MFFW,Mainz 05,de Bundesliga,27,1990,22,11,957,10.6,2,2,2,0,0,4,0,0.19,0.19,0.38,0.19,0.38,1.4,1.4,1.2,2.7,0.14,0.12,0.25,0.14,0.25
1603,Florian Mayer\Florian-Mayer,de GER,DF,M'Gladbach,de Bundesliga,19,1998,1,0,19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1604,Borja Mayoral\Borja-Mayoral,es ESP,FW,Real Madrid,es La Liga,20,1997,14,3,349,3.9,3,1,3,0,0,0,0,0.77,0.26,1.03,0.77,1.03,3.4,3.4,0.2,3.6,0.92,0.05,0.97,0.92,0.97
1605,Róbert Mazáň\Robert-Mazan,sk SVK,DF,Celta Vigo,es La Liga,23,1994,2,1,82,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.18,0.05,0.22,0.18,0.22
1606,Luca Mazzitelli\Luca-Mazzitelli,it ITA,MF,Sassuolo,it Serie A,21,1995,20,10,1017,11.3,0,1,0,0,0,4,0,0,0.09,0.09,0,0.09,1.5,1.5,0.7,2.2,0.14,0.06,0.2,0.14,0.2
1607,Kylian Mbappé\Kylian-Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,18,1998,27,24,2095,23.3,13,9,13,0,0,2,0,0.56,0.39,0.95,0.56,0.95,14.5,14.5,7.8,22.3,0.62,0.33,0.96,0.62,0.96
1608,Kylian Mbappé\Kylian-Mbappé,fr FRA,FWMF,Monaco,fr Ligue 1,18,1998,1,1,74,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.2,0,0.2,0.2,0.2
1609,Ibrahima Mbaye\Ibrahima-Mbaye,sn SEN,DF,Bologna,it Serie A,22,1994,25,18,1760,19.6,1,0,1,0,0,4,2,0.05,0,0.05,0.05,0.05,1.2,1.2,0.4,1.6,0.06,0.02,0.08,0.06,0.08
1610,Chancel Mbemba\Chancel-Mbemba,cd COD,DF,Newcastle Utd,eng Premier League,22,1994,9,7,672,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0.05,0.05,0,0.05
1611,Adama Mbengue\Adama-Mbengue,sn SEN,DF,Caen,fr Ligue 1,23,1993,19,18,1596,17.7,0,0,0,0,0,2,1,0,0,0,0,0,0.6,0.6,1.7,2.3,0.03,0.1,0.13,0.03,0.13
1612,Isaac Mbenza\Isaac-Mbenza,be BEL,FWMF,Montpellier,fr Ligue 1,21,1996,38,22,2094,23.3,8,2,8,0,0,4,0,0.34,0.09,0.43,0.34,0.43,7.3,7.3,2.1,9.4,0.31,0.09,0.41,0.31,0.41
1613,Bryan Mbeumo\Bryan-Mbeumo,fr FRA,FWMF,Troyes,fr Ligue 1,17,1999,4,0,64,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.15,0,0.15,0.15,0.15
1614,Jordi Mboula\Jordi-Mboula,es ESP,MFFW,Monaco,fr Ligue 1,18,1999,3,0,31,0.3,1,0,1,0,0,0,0,2.9,0,2.9,2.9,2.9,0.1,0.1,0,0.1,0.39,0,0.39,0.39,0.39
1615,James McArthur\James-McArthur,sco SCO,MFFW,Crystal Palace,eng Premier League,29,1987,33,27,2431,27,5,1,5,0,0,5,0,0.19,0.04,0.22,0.19,0.22,4.7,4.7,1.2,5.9,0.17,0.04,0.22,0.17,0.22
1616,Gareth McAuley\Gareth-McAuley,nir NIR,DF,West Brom,eng Premier League,37,1979,9,5,458,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01
1617,Oliver McBurnie\Oliver-McBurnie,sco SCO,FW,Swansea City,eng Premier League,21,1996,11,2,276,3.1,0,1,0,0,0,0,0,0,0.33,0.33,0,0.33,0.5,0.5,0.5,0.9,0.16,0.16,0.31,0.16,0.31
1618,Alex McCarthy\Alex-McCarthy,eng ENG,GK,Southampton,eng Premier League,27,1989,18,18,1620,18,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,James McCarthy\James-McCarthy,ie IRL,MF,Everton,eng Premier League,26,1990,4,3,205,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.01,0.01,0.02,0.01,0.02
1620,James McClean\James-McClean,ie IRL,MFFW,West Brom,eng Premier League,28,1989,30,14,1406,15.6,1,0,1,0,0,7,0,0.06,0,0.06,0.06,0.06,1.6,1.6,0.7,2.4,0.11,0.05,0.15,0.11,0.15
1621,Weston McKennie\Weston-McKennie,us USA,MF,Schalke 04,de Bundesliga,18,1998,22,13,1263,14,0,0,0,0,0,3,0,0,0,0,0,0,1.4,1.4,0.6,2,0.1,0.05,0.15,0.1,0.15
1622,Sam McQueen\Sam-McQueen,eng ENG,DFFW,Southampton,eng Premier League,22,1995,7,1,148,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.01,0.13,0.15,0.01,0.15
1623,Scott McTominay\Scott-McTominay,sco SCO,MF,Manchester Utd,eng Premier League,20,1996,13,7,634,7,0,0,0,0,0,2,0,0,0,0,0,0,0.4,0.4,0,0.5,0.06,0.01,0.07,0.06,0.07
1624,Iuri Medeiros\Iuri-Medeiros,pt POR,FWMF,Genoa,it Serie A,23,1994,11,7,641,7.1,2,1,2,0,0,1,0,0.28,0.14,0.42,0.28,0.42,1.1,1.1,1.9,3,0.15,0.27,0.42,0.15,0.42
1625,Slobodan Medojević\Slobodan-Medojevic,rs SRB,MF,Eint Frankfurt,de Bundesliga,26,1990,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,Álvaro Medrán\Alvaro-Medran,es ESP,MFFW,Alavés,es La Liga,23,1994,17,9,953,10.6,2,0,2,0,0,2,0,0.19,0,0.19,0.19,0.19,0.7,0.7,1.2,1.9,0.07,0.11,0.18,0.07,0.18
1627,Álvaro Medrán\Alvaro-Medran,es ESP,MF,Valencia,es La Liga,23,1994,1,1,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.03,0.05,0.02,0.05
1628,Ben Mee\Ben-Mee,eng ENG,DF,Burnley,eng Premier League,27,1989,29,29,2610,29,0,0,0,0,0,5,0,0,0,0,0,0,1.7,1.7,0.3,2,0.06,0.01,0.07,0.06,0.07
1629,Riccardo Meggiorini\Riccardo-Meggiorini,it ITA,FW,Chievo,it Serie A,31,1985,15,10,786,8.7,0,0,0,0,0,2,0,0,0,0,0,0,1.2,1.2,0.8,1.9,0.14,0.09,0.22,0.14,0.22
1630,Admir Mehmedi\Admir-Mehmedi,ch SUI,FWMF,Wolfsburg,de Bundesliga,26,1991,5,3,290,3.2,1,0,1,0,0,0,0,0.31,0,0.31,0.31,0.31,0.1,0.1,0.1,0.3,0.04,0.04,0.08,0.04,0.08
1631,Admir Mehmedi\Admir-Mehmedi,ch SUI,DFMF,Leverkusen,de Bundesliga,26,1991,12,8,700,7.8,2,3,2,0,0,3,0,0.26,0.39,0.64,0.26,0.64,1.1,1.1,1.3,2.4,0.14,0.17,0.31,0.14,0.31
1632,Alexander Meier\Alexander-Meier,de GER,FW,Eint Frankfurt,de Bundesliga,34,1983,1,0,4,0,1,0,1,0,0,0,0,22.5,0,22.5,22.5,22.5,0.1,0.1,0,0.1,2.66,0,2.66,2.66,2.66
1633,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Bordeaux,fr Ligue 1,23,1994,18,15,1335,14.8,1,2,1,0,0,0,0,0.07,0.13,0.2,0.07,0.2,1.5,1.5,1.3,2.8,0.1,0.09,0.19,0.1,0.19
1634,Soualiho Meïté\Soualiho-Meite,fr FRA,MF,Monaco,fr Ligue 1,23,1994,2,1,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03
1635,Óscar Melendo\Oscar-Melendo,es ESP,MFFW,Espanyol,es La Liga,19,1997,18,6,693,7.7,0,1,0,0,0,1,0,0,0.13,0.13,0,0.13,0.5,0.5,0.8,1.3,0.07,0.1,0.17,0.07,0.17
1636,Ledian Memushaj\Ledian-Memushaj,al ALB,MF,Benevento,it Serie A,30,1986,17,15,1258,14,0,0,0,0,0,3,0,0,0,0,0,0,0.9,0.9,1.4,2.3,0.06,0.1,0.16,0.06,0.16
1637,Pedro Mendes\Pedro-Mendes,pt POR,DF,Montpellier,fr Ligue 1,26,1990,34,32,2855,31.7,1,1,1,0,0,11,0,0.03,0.03,0.06,0.03,0.06,0.4,0.4,0.2,0.7,0.01,0.01,0.02,0.01,0.02
1638,Thiago Mendes\Thiago-Mendes,br BRA,MF,Lille,fr Ligue 1,25,1992,31,27,2294,25.5,3,3,3,0,0,4,2,0.12,0.12,0.24,0.12,0.24,2.6,2.6,3.2,5.8,0.1,0.13,0.23,0.1,0.23
1639,Brais Méndez\Brais-Mendez,es ESP,MFFW,Celta Vigo,es La Liga,20,1997,20,12,951,10.6,1,2,1,0,0,0,0,0.09,0.19,0.28,0.09,0.28,1.9,1.9,1.3,3.3,0.18,0.13,0.31,0.18,0.31
1640,Stiven Mendoza\Stiven-Mendoza,co COL,FWMF,Amiens,fr Ligue 1,25,1992,13,12,1032,11.5,2,0,2,0,0,0,0,0.17,0,0.17,0.17,0.17,2.3,2.3,0.8,3.1,0.2,0.07,0.27,0.2,0.27
1641,Alexandre Mendy\Alexandre-Mendy,gw GNB,FWMF,Bordeaux,fr Ligue 1,23,1994,16,8,799,8.9,4,0,4,0,0,2,0,0.45,0,0.45,0.45,0.45,5.2,5.2,0.8,6,0.59,0.09,0.68,0.59,0.68
1642,Benjamin Mendy\Benjamin-Mendy,fr FRA,DF,Manchester City,eng Premier League,23,1994,7,4,363,4,0,1,0,0,0,2,0,0,0.25,0.25,0,0.25,0.2,0.2,0.5,0.7,0.05,0.12,0.18,0.05,0.18
1643,Ferland Mendy\Ferland-Mendy,fr FRA,DF,Lyon,fr Ligue 1,22,1995,27,24,2121,23.6,0,4,0,0,0,4,0,0,0.17,0.17,0,0.17,1,1,3.1,4.1,0.04,0.13,0.17,0.04,0.17
1644,Nampalys Mendy\Nampalys-Mendy,fr FRA,MF,Nice,fr Ligue 1,25,1992,14,11,964,10.7,0,1,0,0,0,2,0,0,0.09,0.09,0,0.09,0.1,0.1,0.3,0.4,0.01,0.03,0.03,0.01,0.03
1645,Hamza Mendyl\Hamza-Mendyl,ma MAR,DFMF,Lille,fr Ligue 1,19,1997,12,9,852,9.5,0,0,0,0,0,2,1,0,0,0,0,0,0.2,0.2,0.6,0.8,0.02,0.06,0.08,0.02,0.08
1646,Gabriel Mercado\Gabriel-Mercado,ar ARG,DF,Sevilla,es La Liga,30,1987,26,25,2116,23.5,0,1,0,0,0,9,0,0,0.04,0.04,0,0.04,1.5,1.5,0.8,2.3,0.07,0.03,0.1,0.07,0.1
1647,Jorge Meré\Jorge-Mere,es ESP,DF,Köln,de Bundesliga,20,1997,22,21,1890,21,1,1,1,0,0,6,0,0.05,0.05,0.1,0.05,0.1,0.4,0.4,0.4,0.8,0.02,0.02,0.04,0.02,0.04
1648,Alex Meret\Alex-Meret,it ITA,GK,SPAL,it Serie A,20,1997,13,13,1158,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1649,Mikel Merino\Mikel-Merino,es ESP,MF,Newcastle Utd,eng Premier League,21,1996,24,14,1347,15,1,1,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13,0.6,0.6,0.6,1.2,0.04,0.04,0.08,0.04,0.08
1650,Sabin Merino\Sabin-Merino,es ESP,FWMF,Athletic Club,es La Liga,25,1992,13,4,376,4.2,0,0,0,0,0,1,0,0,0,0,0,0,1.5,1.5,0.2,1.7,0.38,0.04,0.42,0.38,0.42
1651,Dries Mertens\Dries-Mertens,be BEL,FW,Napoli,it Serie A,30,1987,38,35,3002,33.4,18,7,14,4,5,4,0,0.54,0.21,0.75,0.42,0.63,15.7,11.9,6.9,18.8,0.47,0.21,0.67,0.35,0.56
1652,Per Mertesacker\Per-Mertesacker,de GER,DF,Arsenal,eng Premier League,32,1984,6,4,366,4.1,1,0,1,0,0,0,0,0.25,0,0.25,0.25,0.25,0.3,0.3,0,0.3,0.06,0,0.06,0.06,0.06
1653,Roque Mesa\Roque-Mesa,es ESP,MF,Sevilla,es La Liga,28,1989,7,4,344,3.8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.3,0.4,0.01,0.08,0.1,0.01,0.1
1654,Roque Mesa\Roque-Mesa,es ESP,MF,Swansea City,eng Premier League,28,1989,11,9,754,8.4,0,0,0,0,0,3,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.02,0.03,0.05,0.02,0.05
1655,Lionel Messi\Lionel-Messi,ar ARG,FWMF,Barcelona,es La Liga,30,1987,36,32,3002,33.4,34,12,32,2,4,3,0,1.02,0.36,1.38,0.96,1.32,25.3,22.3,13.6,35.9,0.76,0.41,1.17,0.67,1.08
1656,Thomas Meunier\Thomas-Meunier,be BEL,DF,Paris S-G,fr Ligue 1,25,1991,24,16,1577,17.5,4,3,4,0,0,3,0,0.23,0.17,0.4,0.23,0.4,1.2,1.2,4.8,6,0.07,0.28,0.34,0.07,0.34
1657,Mexer\Mexer,mz MOZ,DF,Rennes,fr Ligue 1,28,1988,17,13,1201,13.3,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.02,0.02,0.03,0.02,0.03
1658,Max Meyer\Max-Meyer,de GER,MF,Schalke 04,de Bundesliga,21,1995,24,21,1727,19.2,0,0,0,0,0,6,0,0,0,0,0,0,0.2,0.2,0.4,0.6,0.01,0.02,0.03,0.01,0.03
1659,Senna Miangue\Senna-Miangue,be BEL,MFDF,Cagliari,it Serie A,20,1997,11,8,805,8.9,0,1,0,0,0,2,2,0,0.11,0.11,0,0.11,0.1,0.1,1.3,1.4,0.01,0.15,0.16,0.01,0.16
1660,Michel\Michel,br BRA,DF,Las Palmas,es La Liga,27,1990,28,26,2151,23.9,0,1,0,0,0,5,2,0,0.04,0.04,0,0.04,0.4,0.4,2,2.4,0.02,0.08,0.1,0.02,0.1
1661,Mathieu Michel\Mathieu-Michel,fr FRA,GK,Angers,fr Ligue 1,25,1991,7,6,598,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1662,Clément Michelin\Clement-Michelin,fr FRA,DFFW,Toulouse,fr Ligue 1,20,1997,7,4,275,3.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.2,0.2,0,0.07,0.08,0,0.08
1663,Francesco Migliore\Francesco-Migliore,it ITA,DF,Genoa,it Serie A,29,1988,6,4,329,3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.06,0.07,0,0.07
1664,Simon Mignolet\Simon-Mignolet,be BEL,GK,Liverpool,eng Premier League,29,1988,19,19,1710,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,Nikola Milenković\Nikola-Milenkovic,rs SRB,DF,Fiorentina,it Serie A,19,1997,16,14,1254,13.9,0,0,0,0,0,1,2,0,0,0,0,0,0.8,0.8,0,0.9,0.06,0,0.06,0.06,0.06
1666,Danijel Milićević\Danijel-Milicevic,ba BIH,MFFW,Metz,fr Ligue 1,31,1986,12,8,712,7.9,0,2,0,0,0,0,0,0,0.25,0.25,0,0.25,0.7,0.7,1.6,2.3,0.09,0.21,0.3,0.09,0.3
1667,Arkadiusz Milik\Arkadiusz-Milik,pl POL,FWMF,Napoli,it Serie A,23,1994,15,3,448,5,5,1,5,0,0,2,0,1,0.2,1.21,1,1.21,4.1,4.1,0.6,4.6,0.84,0.12,0.95,0.84,0.95
1668,Sergej Milinković-Savić\Sergej-Milinkovic-Savic,rs SRB,MF,Lazio,it Serie A,22,1995,35,33,2844,31.6,12,4,12,0,0,8,0,0.38,0.13,0.51,0.38,0.51,5.8,5.8,5.1,10.9,0.18,0.16,0.34,0.18,0.34
1669,Vanja Milinković-Savić\Vanja-Milinkovic-Savic,rs SRB,GK,Torino,it Serie A,20,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,Luka Milivojević\Luka-Milivojevic,rs SRB,MF,Crystal Palace,eng Premier League,26,1991,36,35,3080,34.2,10,1,4,6,7,8,0,0.29,0.03,0.32,0.12,0.15,7.4,2,1.1,3.1,0.22,0.03,0.25,0.06,0.09
1671,James Milner\James-Milner,eng ENG,MF,Liverpool,eng Premier League,31,1986,32,16,1775,19.7,0,3,0,0,0,3,0,0,0.15,0.15,0,0.15,1.7,1.7,3.5,5.1,0.09,0.18,0.26,0.09,0.26
1672,Santi Mina\Santi-Mina,es ESP,FW,Valencia,es La Liga,21,1995,32,17,1560,17.3,12,2,11,1,1,4,0,0.69,0.12,0.81,0.63,0.75,9.1,8.3,1.9,10.2,0.53,0.11,0.64,0.48,0.6
1673,Yerry Mina\Yerry-Mina,co COL,DF,Barcelona,es La Liga,22,1994,5,4,372,4.1,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.06,0.02,0.08,0.06,0.08
1674,Tyrone Mings\Tyrone-Mings,eng ENG,DF,Bournemouth,eng Premier League,24,1993,4,3,201,2.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0.01,0.04,0.04,0.01,0.04
1675,Ignasi Miquel\Ignasi-Miquel,es ESP,DF,Málaga,es La Liga,24,1992,20,20,1772,19.7,0,0,0,0,0,5,1,0,0,0,0,0,0.5,0.5,0.1,0.6,0.02,0.01,0.03,0.02,0.03
1676,Kevin Mirallas\Kevin-Mirallas,be BEL,FWMF,Everton,eng Premier League,29,1987,5,2,138,1.5,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0.1,0.04,0.14,0.1,0.14
1677,Miranda\Miranda,br BRA,DF,Inter,it Serie A,32,1984,31,31,2726,30.3,0,0,0,0,0,8,0,0,0,0,0,0,0.8,0.8,0.3,1.1,0.03,0.01,0.04,0.03,0.04
1678,Antonio Mirante\Antonio-Mirante,it ITA,GK,Bologna,it Serie A,34,1983,33,33,2970,33,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0
1679,Simone Missiroli\Simone-Missiroli,it ITA,MF,Sassuolo,it Serie A,31,1986,35,33,2918,32.4,1,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,2.3,2.3,2.5,4.7,0.07,0.08,0.15,0.07,0.15
1680,Kostas Mitroglou\Kostas-Mitroglou,gr GRE,FW,Marseille,fr Ligue 1,29,1988,19,9,878,9.8,9,0,9,0,0,2,0,0.92,0,0.92,0.92,0.92,9.1,9.1,0.5,9.6,0.94,0.05,1,0.94,1
1681,Aleksandar Mitrović\Aleksandar-Mitrovic,rs SRB,FW,Newcastle Utd,eng Premier League,22,1994,6,0,95,1.1,1,0,1,0,0,0,0,0.95,0,0.95,0.95,0.95,1.8,1.8,0.4,2.2,1.82,0.4,2.23,1.82,2.23
1682,Maximilian Mittelstädt\Maximilian-Mittelstadt,de GER,MFDF,Hertha BSC,de Bundesliga,20,1997,11,5,424,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,0.05,0.07,0.11,0.05,0.11
1683,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,FWMF,Arsenal,eng Premier League,28,1989,11,9,794,8.8,2,4,2,0,0,0,0,0.23,0.45,0.68,0.23,0.68,1.8,1.8,2.3,4.1,0.2,0.26,0.47,0.2,0.47
1684,Henrikh Mkhitaryan\Henrikh-Mkhitaryan,am ARM,MFFW,Manchester Utd,eng Premier League,28,1989,15,11,922,10.2,1,5,1,0,0,2,0,0.1,0.49,0.59,0.1,0.59,0.9,0.9,3.5,4.4,0.09,0.34,0.43,0.09,0.43
1685,Luka Modrić\Luka-Modric,hr CRO,MF,Real Madrid,es La Liga,31,1985,26,23,1966,21.8,1,5,1,0,0,3,0,0.05,0.23,0.27,0.05,0.27,2.2,2.2,4.6,6.8,0.1,0.21,0.31,0.1,0.31
1686,Niklas Moisander\Niklas-Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,31,1985,25,25,2250,25,2,0,2,0,0,6,0,0.08,0,0.08,0.08,0.08,1.3,1.3,0.3,1.6,0.05,0.01,0.06,0.05,0.06
1687,Johan Mojica\Johan-Mojica,co COL,MFDF,Girona,es La Liga,24,1992,30,22,2137,23.7,0,4,0,0,0,6,0,0,0.17,0.17,0,0.17,0.9,0.9,2.4,3.3,0.04,0.1,0.14,0.04,0.14
1688,Jorge Molina\Jorge-Molina,es ESP,FW,Getafe,es La Liga,35,1982,36,31,2779,30.9,7,3,4,3,6,10,0,0.23,0.1,0.32,0.13,0.23,14.7,10.2,3.9,14,0.47,0.12,0.6,0.33,0.45
1689,Cristian Molinaro\Cristian-Molinaro,it ITA,DF,Torino,it Serie A,34,1983,20,17,1564,17.4,0,1,0,0,0,2,0,0,0.06,0.06,0,0.06,0.1,0.1,1.1,1.2,0.01,0.06,0.07,0.01,0.07
1690,Francisco Molinero\Francisco-Molinero,es ESP,DF,Getafe,es La Liga,32,1985,10,5,583,6.5,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.2,0.2,0.01,0.02,0.04,0.01,0.04
1691,Florent Mollet\Florent-Mollet,fr FRA,MFFW,Metz,fr Ligue 1,25,1991,22,16,1413,15.7,7,1,6,1,1,6,0,0.45,0.06,0.51,0.38,0.45,3.7,3,1.8,4.8,0.24,0.12,0.35,0.19,0.31
1692,Momo\Momo,es ESP,FWMF,Las Palmas,es La Liga,35,1982,13,8,672,7.5,0,1,0,0,0,3,0,0,0.13,0.13,0,0.13,0.5,0.5,1.2,1.7,0.06,0.16,0.23,0.06,0.23
1693,Thomas Monconduit\Thomas-Monconduit,fr FRA,MF,Amiens,fr Ligue 1,26,1991,34,34,2948,32.8,1,3,1,0,0,7,1,0.03,0.09,0.12,0.03,0.12,0.9,0.9,1.2,2.1,0.03,0.04,0.06,0.03,0.06
1694,Kévin Monnet-Paquet\Kevin-Monnet-Paquet,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,28,1988,30,21,1764,19.6,2,2,2,0,0,0,0,0.1,0.1,0.2,0.1,0.2,4.3,4.3,2,6.2,0.22,0.1,0.32,0.22,0.32
1695,Nacho Monreal\Nacho-Monreal,es ESP,DF,Arsenal,eng Premier League,31,1986,28,26,2243,24.9,5,2,5,0,0,3,0,0.2,0.08,0.28,0.2,0.28,1.8,1.8,1.3,3,0.07,0.05,0.12,0.07,0.12
1696,Jefferson Montero\Jefferson-Montero,ec ECU,FWMF,Getafe,es La Liga,27,1989,4,0,61,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,Riccardo Montolivo\Riccardo-Montolivo,it ITA,MF,Milan,it Serie A,32,1985,18,12,1087,12.1,1,1,1,0,0,3,1,0.08,0.08,0.17,0.08,0.17,0.9,0.9,0.7,1.5,0.07,0.05,0.13,0.07,0.13
1698,Martín Montoya\Martin-Montoya,es ESP,DF,Valencia,es La Liga,26,1991,25,24,2152,23.9,0,4,0,0,0,7,0,0,0.17,0.17,0,0.17,0.2,0.2,2,2.2,0.01,0.08,0.09,0.01,0.09
1699,Walter Montoya\Walter-Montoya,ar ARG,FW,Sevilla,es La Liga,24,1993,1,1,75,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.04,0.04,0.04
1700,Shaquell Moore\Shaquell-Moore,us USA,DF,Levante,es La Liga,20,1996,6,5,425,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.5,0.1,0.01,0.12,0.1,0.12
1701,Aaron Mooy\Aaron-Mooy,au AUS,MF,Huddersfield,eng Premier League,26,1990,36,34,3067,34.1,4,3,3,1,1,4,0,0.12,0.09,0.21,0.09,0.18,2.5,1.7,3.9,5.6,0.07,0.11,0.19,0.05,0.16
1702,Emre Mor\Emre-Mor,tr TUR,FWMF,Celta Vigo,es La Liga,20,1997,23,4,679,7.5,1,1,1,0,0,4,0,0.13,0.13,0.27,0.13,0.27,0.6,0.6,2,2.6,0.08,0.28,0.36,0.08,0.36
